[05/02/17 15:45:54] [WARNING] mysql_connect_file: no password specified (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:1971 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:5 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:54] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3327 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:22 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:54] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3327 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:22 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:54] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3327 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:22 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:54] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3327 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:22 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:54] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3327 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:22 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:54] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3327 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:22 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3423 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:23 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:2843 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:27 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
[05/02/17 15:45:55] [ERROR] cache_get_row_count: no active cache (D:\SA-MP\TeamGrand\gamemodes\larp.pwn:3560 -> D:\SA-MP\TeamGrand\pawno\include\ProjectInc\onevent.inc:34 -> D:\SA-MP\TeamGrand\pawno\include\sscanf2.inc:204)
